id,example_ja,example_zh
n1_0389,彼女は結婚を考える年頃になった。,她到了會考慮結婚的年紀。
n1_0390,長い議論は夜遅くまで果てなかった。,漫長討論到深夜仍沒結束。
n1_0391,写真の背景が少しぼけている。,照片背景有點模糊。
n1_0392,化学薬品が人体に危害を及ぼす恐れがある。,化學藥品可能對人體造成危害。
n1_0393,思春期の子どもは心が揺れやすい。,青春期的孩子情緒容易波動。
n1_0394,子どもたちは健やかに育っている。,孩子們健康地成長著。
n1_0395,植物の生育には十分な日光が必要だ。,植物生長需要充足陽光。
n1_0396,青春の日々を懐かしく思い出す。,我懷念青春時期的日子。
n1_0397,経験を重ねて、彼の考え方は成熟した。,累積經驗後，他的想法變得成熟。
n1_0398,祖父は八十歳を過ぎても達者だ。,祖父過了八十歲仍很健康。
n1_0401,登山隊は途中で水を補給した。,登山隊在途中補充了水。
n1_0403,電車でうたた寝して乗り過ごした。,我在電車上打盹，結果坐過站了。
n1_0404,過労で倒れ、数日入院した。,因為過勞倒下，住院了幾天。
n1_0405,空腹のまま薬を飲まないでください。,請不要空腹吃藥。
n1_0407,高所恐怖症なので、高い橋を渡るのが苦手だ。,因為有懼高症，我不太敢過高橋。
n1_0408,父は肺炎から全快した。,父親已從肺炎完全康復。
n1_0409,運動は健康の増進に役立つ。,運動有助於增進健康。
n1_0410,煙を吸い込んで窒息する恐れがある。,吸入煙霧可能會導致窒息。
n1_0411,この問題はデリケートなので慎重に扱おう。,這個問題很敏感，我們謹慎處理吧。
n1_0412,少し一眠りしてから作業を再開した。,稍微睡了一會兒後，我重新開始作業。
n1_0413,説明が貧弱で、説得力に欠ける。,說明太單薄，缺乏說服力。
n1_0414,景気の不振で売り上げが落ちた。,因為景氣低迷，營業額下降了。
n1_0416,旅行中は便秘になりやすい。,旅行時容易便秘。
n1_0417,慢性の腰痛で病院に通っている。,我因慢性腰痛定期去醫院。
n1_0418,水を飲んだ拍子にむせた。,喝水時一不小心嗆到了。
n1_0420,頭ががんがん痛んで集中できない。,頭劇烈作痛，無法集中。
n1_0421,母は子どもの背中を優しくさすった。,母親輕輕撫摸孩子的背。
n1_0422,靴ずれでかかとが擦れて痛い。,因為鞋子磨腳，腳跟磨破了很痛。
n1_0423,転んで膝を打撲した。,跌倒後膝蓋撞傷了。
n1_0424,姉に腕をつねられて目が覚めた。,被姐姐掐了手臂後，我醒了過來。
n1_0426,薬で痛みを和らげる。,用藥減輕疼痛。
n1_0427,長時間の正座で足が圧迫された。,長時間正坐讓腳受到壓迫。
n1_0428,子どものころからアトピー性皮膚炎に悩んでいる。,我從小就受異位性皮膚炎所苦。
n1_0429,退院後のアフターケアも大切だ。,出院後的後續照護也很重要。
n1_0430,祖母はアルツハイマー病と診断された。,祖母被診斷出阿茲海默症。
n1_0431,医師から一週間の安静を命じられた。,醫師要求我靜養一週。
n1_0432,睡眠不足は健康を害する。,睡眠不足會損害健康。
n1_0433,風邪をこじらせて気管支炎になった。,感冒惡化成了支氣管炎。
n1_0434,近眼なので遠くの文字が見えにくい。,因為近視，遠處的字看不清楚。
n1_0435,傷口に菌が入らないよう消毒した。,為了避免細菌進入傷口，我做了消毒。
n1_0436,結核の検査を受けた。,我接受了結核檢查。
n1_0437,病気の後、彼はげっそり痩せた。,生病後，他明顯消瘦了。
n1_0438,深刻な人手の欠乏に悩んでいる。,我們正苦於嚴重缺乏人手。
n1_0439,高熱で幻覚を見ることがある。,高燒時有可能出現幻覺。
n1_0440,医師は抗生物質を処方した。,醫師開了抗生素。
n1_0441,風邪をこじらせて肺炎になった。,感冒惡化成了肺炎。
n1_0443,顕微鏡で細胞を観察した。,我用顯微鏡觀察細胞。
n1_0444,熱が出て寒気がする。,我發燒，而且覺得發冷。
n1_0445,腕に湿疹が出たので皮膚科へ行った。,手臂出了濕疹，所以去了皮膚科。
n1_0446,自律神経の失調で眠れない日が続いた。,因為自律神經失調，連續好幾天睡不好。
n1_0447,招待は丁寧に謝絶した。,我禮貌地婉拒了邀請。
n1_0448,薬を飲んだ後、蕁麻疹が出た。,吃藥後出現了蕁麻疹。
n1_0449,その病気には先天的な要因もある。,那種疾病也有先天因素。
n1_0450,暑い日は脱水に注意してください。,天熱時請注意不要脫水。
n1_0451,食中毒で数日寝込んだ。,我因食物中毒臥床了幾天。
n1_0452,母の通院に付き添った。,我陪母親去醫院看診。
n1_0454,発見が遅れ、治療は手遅れだった。,發現得太晚，治療已經來不及了。
n1_0455,彼の名前を度忘れしてしまった。,我一時想不起他的名字。
n1_0456,炎天下で運動すると熱中症になりやすい。,在烈日下運動很容易中暑。
n1_0457,足首を捻挫して歩けない。,腳踝扭傷，無法走路。
n1_0458,仕事のストレスでノイローゼ気味になった。,因工作壓力，我變得有點精神焦慮。
n1_0459,肺炎で入院した。,我因肺炎住院了。
n1_0460,真夏の練習で全員ばててしまった。,盛夏練習讓所有人都累垮了。
n1_0462,皮膚炎が悪化してかゆみが強くなった。,皮膚炎惡化，搔癢變得更嚴重。
n1_0463,温泉地で一週間保養した。,我在溫泉地療養了一週。
n1_0464,一度かかったので、その病気には免疫がある。,因為得過一次，我對那種疾病有免疫力。
n1_0465,酒は百薬の長と言うが、飲み過ぎは病のもとだ。,雖說酒是百藥之長，但喝太多也是疾病的根源。
n1_0467,術後の経過は良好だ。,手術後的恢復狀況良好。
n1_0468,胸のレントゲンを撮った。,我拍了胸部X光。
n1_0469,父のいびきが大きくて眠れなかった。,父親的鼾聲太大，我睡不著。
n1_0470,屎尿を衛生的に処理する設備が必要だ。,需要能衛生處理糞尿的設備。
n1_0472,貧血で立ちくらみがした。,我因為貧血而站起來時頭暈。
n1_0474,あの人とは赤の他人です。,我和那個人完全沒有關係。
n1_0475,雨上がりの道は滑りやすい。,雨剛停後的路很容易滑倒。
n1_0478,彼は若くして天才と呼ばれた。,他年紀輕輕就被稱為天才。
n1_0479,夜の公園には人影がなかった。,夜晚的公園裡看不到人影。
n1_0480,廃屋には人けがなく、不気味だった。,廢屋裡沒有人的氣息，讓人覺得陰森。
n1_0482,彼の技術はまだ未熟だ。,他的技術還不成熟。
n1_0483,彼女は自分の身の上を静かに語った。,她靜靜地說起自己的身世。
n1_0484,警察は男性の身元を確認した。,警方確認了那名男子的身分。
n1_0485,組織の無能さに批判が集まった。,組織的無能引來批評。
n1_0486,物語では悪者が最後に罰を受ける。,故事裡壞人最後受到懲罰。
n1_0487,異性との接し方に悩む年頃だ。,這是會煩惱如何和異性相處的年紀。
n1_0488,彼は紳士らしく席を譲った。,他很有紳士風度地讓了座。
n1_0489,ミセス向けの雑誌を母が読んでいる。,母親正在看面向已婚女性的雜誌。
n1_0490,ヤング向けの商品が並んでいる。,架上擺著面向年輕人的商品。
n1_0492,祖父母は戦後にブラジルへ移民した。,祖父母在戰後移民到巴西。
n1_0493,彼はいわゆるエリート官僚だ。,他就是所謂的菁英官僚。
n1_0494,大学を卒業して学士の学位を得た。,大學畢業後取得了學士學位。
n1_0495,修理は専門の業者に依頼した。,維修委託給了專業業者。
n1_0498,彼には侍のような覚悟がある。,他有著像武士一樣的覺悟。
n1_0499,子どもたちはサンタクロースを待っている。,孩子們正在等聖誕老人。
n1_0500,彼は地元で知られた実業家だ。,他是在當地知名的企業家。
n1_0501,その土地の地主と交渉した。,我和那塊土地的地主交涉了。
n1_0502,田中女史は女性教育に尽力した。,田中女士致力於女性教育。
n1_0503,新入りなので、まず仕事の流れを覚える。,因為我是新人，先學工作流程。
n1_0504,多くの信者が寺に集まった。,許多信徒聚集在寺院。
n1_0505,彼女は会社でタイピストとして働いていた。,她曾在公司擔任打字員。
n1_0507,著名な研究者が講演した。,著名研究者進行了演講。
n1_0508,当人に確認しなければ分からない。,不向本人確認就不會知道。
n1_0510,殿様のような態度では周囲に嫌われる。,用老爺般的態度待人，會被周遭的人討厭。
n1_0511,ドライバーは安全運転を心がけている。,駕駛人留意安全駕駛。
